Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
North America,Djibouti,Clothes,Online,H,1/24/2020,388794410.0,1761.0,117.99,38.7,207780.39,68150.7,139629.69
North America,Mauritius ,Meat,Offline,C,7/4/2017,128741586.0,6351.0,436.35,377.19,2771258.85,2395533.69,375725.16
Asia,Philippines,Snacks,Offline,L,8/12/2017,958491313.0,7734.0,139.94,89.37,1082295.96,691187.58,391108.38
Middle East and North Africa,Iran,Baby Food,Online,H,3/10/2020,695279920.0,7634.0,236.58,147.74,1806051.72,1127847.16,678204.56
Asia,China,Meat,Online,H,5/1/2022,826656234.0,4805.0,397.98,344.02,1912293.9,1653016.1,259277.8
Europe,Ukraine,Office Supplies,Offline,M,3/11/2022,660481584.0,33.0,643.16,518.47,21224.28,17109.51,4114.77
Australia and Oceania,Australia,Cereal,Offline,L,10/11/2022,474929797.0,1136.0,213.22,121.39,242217.92,137899.04,104318.88
Europe,Kosovo,Office Supplies,Offline,H,8/3/2020,168487203.0,7962.0,699.12,563.58,5566393.44,4487223.96,1079169.48
Europe,Russia,Meat,Online,M,12/20/2016,609952628.0,7392.0,452.67,391.29,3346136.64,2892415.68,453720.96
Central America and the Caribbean,Grenada,Fruits,Online,M,11/29/2023,488437402.0,8336.0,9.76,7.24,81359.36,60352.64,21006.72
Central America and the Caribbean,Grenada,Household,Offline,H,12/17/2019,363365352.0,6737.0,675.75,508.17,4552527.75,3423541.29,1128986.46
Middle East and North Africa,Kuwait,Fruits,Offline,C,6/13/2019,414472806.0,569.0,9.06,6.72,5155.14,3823.68,1331.46
Europe,Slovakia,Baby Food,Offline,H,5/30/2018,891808593.0,4835.0,262.74,164.08,1270347.9,793326.8,477021.1
Europe,San Marino,Fruits,Online,L,7/10/2021,765734040.0,6574.0,9.73,7.21,63965.02,47398.54,16566.48
Central America and the Caribbean,The Bahamas,Clothes,Online,H,1/8/2016,876922976.0,9851.0,107.69,35.32,1060854.19,347937.32,712916.87
Australia and Oceania,Vanuatu,Beverages,Online,L,1/23/2016,786361730.0,765.0,43.95,29.44,33621.75,22521.6,11100.15
Europe,San Marino,Cereal,Offline,L,5/18/2018,125349128.0,2447.0,212.12,120.77,519057.64,295524.19,223533.45
Central America and the Caribbean,The Bahamas,Personal Care,Online,M,10/1/2018,845496499.0,58.0,83.41,57.84,4837.78,3354.72,1483.06
Middle East and North Africa,Israel,Household,Offline,L,10/27/2017,468727672.0,5789.0,718.44,540.27,4159049.16,3127623.03,1031426.13
Middle East and North Africa,Lebanon,Office Supplies,Offline,H,4/18/2017,637278974.0,3865.0,664.11,535.36,2566785.15,2069166.4,497618.75
North America,Sao Tome and Principe,Cereal,Online,M,2/26/2016,363699233.0,5540.0,201.4,114.66,1115756.0,635216.4,480539.6
Middle East and North Africa,Somalia,Office Supplies,Online,M,1/9/2022,980849778.0,4101.0,643.16,518.47,2637599.16,2126245.47,511353.69
North America,Tanzania,Personal Care,Offline,L,1/29/2017,291904437.0,9865.0,81.65,56.61,805477.25,558457.65,247019.6
Middle East and North Africa,Oman,Cosmetics,Online,L,6/7/2022,220349538.0,5180.0,465.35,280.28,2410513.0,1451850.4,958662.6
Asia,Bangladesh,Cosmetics,Offline,C,8/11/2018,959983909.0,9426.0,419.34,252.57,3952698.84,2380724.82,1571974.02
Australia and Oceania,Kiribati,Cereal,Online,C,6/28/2017,524918878.0,4016.0,200.77,114.3,806292.32,459028.8,347263.52
Asia,Nepal,Household,Offline,H,8/29/2020,599578273.0,7390.0,660.77,496.9,4883090.3,3672091.0,1210999.3
Europe,Netherlands,Vegetables,Offline,H,3/12/2021,688698422.0,22.0,143.22,84.53,3150.84,1859.66,1291.18
Europe,France,Household,Online,L,6/16/2017,367328155.0,9419.0,718.44,540.27,6766986.36,5088803.13,1678183.23
Asia,North Korea,Snacks,Online,L,8/1/2019,630828797.0,5114.0,154.99,98.98,792618.86,506183.72,286435.14
Middle East and North Africa,Jordan,Fruits,Online,H,4/11/2020,744874179.0,3677.0,9.38,6.96,34490.26,25591.92,8898.34
Europe,Belgium,Cereal,Offline,L,11/14/2018,495450627.0,3705.0,212.12,120.77,785904.6,447452.85,338451.75
Europe,Belarus,Personal Care,Online,M,7/24/2019,638856971.0,829.0,88.84,61.6,73648.36,51066.4,22581.96
Australia and Oceania,Tonga,Household,Online,H,1/9/2020,651704537.0,2710.0,660.77,496.9,1790686.7,1346599.0,444087.7
Central America and the Caribbean,Dominica,Meat,Offline,C,10/17/2022,980917155.0,4039.0,397.98,344.02,1607441.22,1389496.78,217944.44
Middle East and North Africa,Iran,Household,Offline,C,4/29/2016,793731153.0,1541.0,725.57,545.63,1118103.37,840815.83,277287.54
Middle East and North Africa,Somalia,Vegetables,Online,M,8/20/2016,227695357.0,8971.0,148.02,87.37,1327887.42,783796.27,544091.15
Middle East and North Africa,Azerbaijan,Baby Food,Offline,C,2/5/2018,840671098.0,2114.0,262.74,164.08,555432.36,346865.12,208567.24
North America,Cameroon,Personal Care,Online,M,12/6/2019,660832202.0,3789.0,88.84,61.6,336614.76,233402.4,103212.36
Europe,Slovakia,Vegetables,Offline,M,6/1/2022,936664998.0,8843.0,147.2,86.88,1301689.6,768279.84,533409.76
Central America and the Caribbean,El Salvador,Cereal,Online,M,2/13/2021,286968314.0,9156.0,204.35,116.34,1871028.6,1065209.04,805819.56
Australia and Oceania,Palau,Baby Food,Online,M,9/2/2020,550853478.0,8640.0,236.58,147.74,2044051.2,1276473.6,767577.6
North America,Uganda,Clothes,Offline,M,7/18/2018,937744319.0,8238.0,109.01,35.75,898024.38,294508.5,603515.88
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Offline,C,4/17/2023,277377164.0,922.0,9.76,7.24,8998.72,6675.28,2323.44
North America,Guinea-Bissau,Baby Food,Online,C,2/27/2021,169800841.0,6697.0,230.66,144.04,1544730.02,964635.88,580094.14
North America,Mauritania,Beverages,Online,L,6/17/2019,935376679.0,7600.0,47.12,31.57,358112.0,239932.0,118180.0
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Offline,H,12/8/2017,264778506.0,2699.0,439.75,264.87,1186885.25,714884.13,472001.12
Asia,Indonesia,Household,Offline,L,10/25/2019,868992650.0,3091.0,675.75,508.17,2088743.25,1570753.47,517989.78
Middle East and North Africa,Egypt,Vegetables,Offline,H,1/15/2016,129317939.0,6907.0,148.02,87.37,1022374.14,603464.59,418909.55
Asia,Sri Lanka,Beverages,Online,H,4/30/2023,447365701.0,4307.0,43.24,28.97,186234.68,124773.79,61460.89
Europe,Belgium,Cosmetics,Offline,C,5/21/2017,695059764.0,2485.0,439.75,264.87,1092778.75,658201.95,434576.8
Asia,Myanmar,Clothes,Offline,H,4/11/2017,264636456.0,663.0,109.51,35.92,72605.13,23814.96,48790.17
Middle East and North Africa,Lebanon,Vegetables,Online,M,3/14/2016,418644607.0,5097.0,148.02,87.37,754457.94,445324.89,309133.05
Middle East and North Africa,Yemen,Cosmetics,Offline,L,12/27/2017,239945542.0,4073.0,439.75,264.87,1791101.75,1078815.51,712286.24
Europe,Belarus,Beverages,Online,H,3/8/2016,681713092.0,2908.0,43.95,29.44,127806.6,85611.52,42195.08
Middle East and North Africa,Kuwait,Snacks,Offline,H,7/15/2020,517433583.0,8951.0,165.45,105.66,1480942.95,945762.66,535180.29
Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,H,12/5/2022,390905845.0,6581.0,465.35,280.28,3062468.35,1844522.68,1217945.67
North America,Burkina Faso,Baby Food,Offline,L,4/23/2016,566241204.0,2210.0,250.04,156.15,552588.4,345091.5,207496.9
Asia,India,Household,Online,M,3/14/2023,477863490.0,9281.0,632.31,475.5,5868469.11,4413115.5,1455353.61
North America,Guinea,Baby Food,Offline,M,4/24/2023,980509030.0,3266.0,271.86,169.77,887894.76,554468.82,333425.94
North America,Ghana,Cereal,Offline,C,5/15/2020,299226653.0,6671.0,191.0,108.74,1274161.0,725404.54,548756.46
North America,Ghana,Personal Care,Offline,H,2/24/2021,779377686.0,4032.0,75.85,52.6,305827.2,212083.2,93744.0
North America,Uganda,Personal Care,Offline,H,7/27/2016,336635959.0,6916.0,82.74,57.37,572229.84,396770.92,175458.92
Middle East and North Africa,Oman,Meat,Online,L,11/23/2018,106987798.0,8922.0,391.97,338.82,3497156.34,3022952.04,474204.3
Asia,Tajikistan,Fruits,Offline,M,12/17/2022,396732032.0,679.0,9.98,7.4,6776.42,5024.6,1751.82
Australia and Oceania,Australia,Cosmetics,Offline,L,8/28/2022,232479989.0,4850.0,465.35,280.28,2256947.5,1359358.0,897589.5
Europe,Denmark,Beverages,Offline,H,9/26/2016,511155498.0,1126.0,43.95,29.44,49487.7,33149.44,16338.26
Australia and Oceania,Kiribati,Household,Online,H,2/24/2020,849994885.0,1230.0,660.77,496.9,812747.1,611187.0,201560.1
North America,Cote d'Ivoire,Baby Food,Offline,C,6/1/2022,936546981.0,3919.0,257.74,160.95,1010083.06,630763.05,379320.01
Central America and the Caribbean,Barbados,Beverages,Online,C,9/11/2023,978673112.0,9977.0,43.24,28.97,431405.48,289033.69,142371.79
North America,Democratic Republic of the Congo,Snacks,Offline,C,12/26/2020,354547107.0,7223.0,165.45,105.66,1195045.35,763182.18,431863.17
Europe,France,Personal Care,Online,H,10/16/2016,762655293.0,5504.0,82.74,57.37,455400.96,315764.48,139636.48
Australia and Oceania,Tuvalu,Office Supplies,Offline,H,1/12/2018,371796500.0,1701.0,601.4,484.81,1022981.4,824661.81,198319.59
Asia,Myanmar,Cereal,Offline,C,7/20/2019,571082055.0,4726.0,197.33,112.34,932581.58,530918.84,401662.74
Europe,Romania,Personal Care,Offline,L,1/14/2023,119935786.0,519.0,88.17,61.14,45760.23,31731.66,14028.57
North America,Rwanda,Personal Care,Offline,H,4/3/2021,998094022.0,7056.0,75.85,52.6,535197.6,371145.6,164052.0
Europe,Czech Republic,Snacks,Online,M,8/31/2016,755605590.0,9340.0,141.5,90.37,1321610.0,844055.8,477554.2
North America,Zambia,Beverages,Offline,C,1/31/2021,162831819.0,4408.0,49.88,33.42,219871.04,147315.36,72555.68
Australia and Oceania,Tonga,Office Supplies,Offline,H,3/7/2016,960446536.0,6328.0,641.44,517.08,4059032.32,3272082.24,786950.08
North America,Nigeria,Clothes,Offline,L,2/10/2016,909436070.0,1198.0,107.69,35.32,129012.62,42313.36,86699.26
Asia,Turkmenistan,Office Supplies,Online,L,8/10/2017,541099250.0,2147.0,664.11,535.36,1425844.17,1149417.92,276426.25
Europe,Moldova ,Meat,Online,M,6/13/2016,907047402.0,4338.0,452.67,391.29,1963682.46,1697416.02,266266.44
North America,Burundi,Meat,Online,C,11/7/2020,429204356.0,9962.0,397.31,343.45,3958002.22,3421448.9,536553.32
North America,Djibouti,Office Supplies,Offline,L,5/17/2017,749806439.0,3243.0,664.11,535.36,2153708.73,1736172.48,417536.25
North America,Mauritius ,Vegetables,Online,C,2/23/2020,881402480.0,5435.0,167.61,98.93,910960.35,537684.55,373275.8
Asia,South Korea,Fruits,Offline,H,8/24/2023,356853806.0,9826.0,9.76,7.24,95901.76,71140.24,24761.52
Australia and Oceania,New Zealand,Cereal,Online,L,3/11/2019,579334247.0,6733.0,197.33,112.34,1328622.89,756385.22,572237.67
Australia and Oceania,Kiribati,Clothes,Offline,C,10/3/2018,772330129.0,8503.0,109.01,35.75,926912.03,303982.25,622929.78
North America,Lesotho,Beverages,Offline,M,1/2/2016,229640281.0,4517.0,43.95,29.44,198522.15,132980.48,65541.67
Middle East and North Africa,Jordan,Fruits,Offline,L,10/26/2022,565376031.0,6186.0,9.98,7.4,61736.28,45776.4,15959.88
Middle East and North Africa,Pakistan,Office Supplies,Offline,M,1/25/2018,763961207.0,1953.0,601.4,484.81,1174534.2,946833.93,227700.27
North America,Seychelles ,Beverages,Offline,L,7/19/2019,330132138.0,2291.0,47.12,31.57,107951.92,72326.87,35625.05
Europe,Norway,Fruits,Offline,L,8/12/2019,638937652.0,4705.0,9.06,6.72,42627.3,31617.6,11009.7
Middle East and North Africa,Syria,Clothes,Online,H,4/6/2019,885739076.0,8730.0,107.81,35.36,941181.3,308692.8,632488.5
North America,Sudan,Household,Offline,H,10/8/2016,336210238.0,936.0,725.57,545.63,679133.52,510709.68,168423.84
North America,Togo,Fruits,Online,C,1/14/2019,576337468.0,9919.0,9.06,6.72,89866.14,66655.68,23210.46
Middle East and North Africa,Libya,Household,Offline,H,9/10/2022,562419593.0,1311.0,685.69,515.64,898939.59,676004.04,222935.55
Central America and the Caribbean,Jamaica,Beverages,Offline,L,11/3/2017,671067941.0,2771.0,45.51,30.49,126108.21,84487.79,41620.42
Europe,France,Cereal,Offline,H,2/26/2022,449206340.0,8993.0,213.22,121.39,1917487.46,1091660.27,825827.19
Europe,Romania,Beverages,Online,L,7/10/2016,864071118.0,6700.0,43.95,29.44,294465.0,197248.0,97217.0
Europe,Russia,Office Supplies,Online,C,12/16/2016,253211104.0,9648.0,641.44,517.08,6188613.12,4988787.84,1199825.28
North America,Equatorial Guinea,Cereal,Offline,H,11/2/2017,174487626.0,3621.0,200.77,114.3,726988.17,413880.3,313107.87
Asia,Cambodia,Beverages,Online,H,5/16/2018,456074512.0,1438.0,51.81,34.71,74502.78,49912.98,24589.8
Australia and Oceania,Samoa ,Cosmetics,Online,C,11/9/2018,546458089.0,7947.0,419.34,252.57,3332494.98,2007173.79,1325321.19
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care,Offline,L,11/5/2016,864437186.0,5028.0,82.74,57.37,416016.72,288456.36,127560.36
Australia and Oceania,Solomon Islands,Office Supplies,Offline,L,7/18/2018,549123132.0,6592.0,601.4,484.81,3964428.8,3195867.52,768561.28
Europe,Belgium,Fruits,Online,M,11/10/2019,609939754.0,3582.0,9.06,6.72,32452.92,24071.04,8381.88
North America,Mauritania,Cosmetics,Online,C,10/6/2017,776623380.0,8971.0,439.75,264.87,3944997.25,2376148.77,1568848.48
Asia,Vietnam,Office Supplies,Offline,L,8/25/2023,849222838.0,2764.0,618.24,498.38,1708815.36,1377522.32,331293.04
North America,Guinea-Bissau,Cosmetics,Offline,M,4/4/2019,248099458.0,6998.0,460.68,277.47,3223838.64,1941735.06,1282103.58
Central America and the Caribbean,Grenada,Office Supplies,Offline,C,5/1/2018,263927066.0,739.0,601.4,484.81,444434.6,358274.59,86160.01
Europe,Lithuania,Cereal,Offline,M,2/6/2020,907691991.0,5086.0,191.0,108.74,971426.0,553051.64,418374.36
Europe,Georgia,Fruits,Offline,C,1/28/2021,460693061.0,8169.0,9.73,7.21,79484.37,58898.49,20585.88
Europe,Switzerland,Office Supplies,Offline,H,4/5/2019,424541604.0,150.0,640.48,516.31,96072.0,77446.5,18625.5
Europe,Czech Republic,Household,Online,L,8/25/2020,571161448.0,8220.0,660.77,496.9,5431529.4,4084518.0,1347011.4
Middle East and North Africa,Afghanistan,Vegetables,Online,M,8/4/2017,292788922.0,1603.0,157.9,93.19,253113.7,149383.57,103730.13
North America,Central African Republic,Cosmetics,Online,L,6/5/2020,851972854.0,6555.0,444.24,267.57,2911993.2,1753921.35,1158071.85
Central America and the Caribbean,Guatemala,Personal Care,Offline,C,11/5/2017,431574571.0,1361.0,81.65,56.61,111125.65,77046.21,34079.44
North America,Swaziland,Cereal,Offline,C,7/13/2018,884767901.0,1338.0,212.12,120.77,283816.56,161590.26,122226.3
Europe,Netherlands,Beverages,Online,H,2/4/2017,985039174.0,3836.0,45.51,30.49,174576.36,116959.64,57616.72
Central America and the Caribbean,Costa Rica,Office Supplies,Offline,M,7/23/2020,476187217.0,3234.0,699.12,563.58,2260954.08,1822617.72,438336.36
Europe,Romania,Clothes,Online,H,11/16/2023,522323358.0,5944.0,119.17,39.08,708346.48,232291.52,476054.96
North America,Cameroon,Baby Food,Online,H,11/4/2018,557871425.0,5407.0,262.74,164.08,1420635.18,887180.56,533454.62
North America,Republic of the Congo,Cosmetics,Online,M,11/25/2017,537567746.0,7097.0,439.75,264.87,3120905.75,1879782.39,1241123.36
Europe,Latvia,Vegetables,Offline,M,10/5/2022,486461150.0,3519.0,147.2,86.88,517996.8,305730.72,212266.08
Europe,Slovenia,Cosmetics,Online,M,1/24/2021,949912965.0,9210.0,418.06,251.8,3850332.6,2319078.0,1531254.6
Asia,Turkmenistan,Personal Care,Offline,C,11/14/2020,743597018.0,5737.0,80.44,55.77,461484.28,319952.49,141531.79
Europe,France,Fruits,Online,L,4/20/2019,103499639.0,6698.0,9.06,6.72,60683.88,45010.56,15673.32
Central America and the Caribbean,Barbados,Beverages,Offline,C,10/3/2018,235919654.0,2723.0,51.81,34.71,141078.63,94515.33,46563.3
Asia,Nepal,Baby Food,Online,C,9/17/2020,167468392.0,6474.0,236.58,147.74,1531618.92,956468.76,575150.16
Central America and the Caribbean,Nicaragua,Cereal,Online,C,5/2/2016,795069682.0,7642.0,201.4,114.66,1539098.8,876231.72,662867.08
North America,Ghana,Meat,Offline,L,8/1/2020,835959851.0,7952.0,397.31,343.45,3159409.12,2731114.4,428294.72
Europe,Slovakia,Personal Care,Offline,C,12/23/2022,877687728.0,6158.0,89.69,62.19,552311.02,382966.02,169345.0
North America,Botswana,Personal Care,Online,L,9/2/2023,228114640.0,3046.0,88.17,61.14,268565.82,186232.44,82333.38
Central America and the Caribbean,Cuba,Clothes,Offline,M,9/1/2019,965414416.0,6434.0,107.81,35.36,693649.54,227506.24,466143.3
Europe,Greece,Baby Food,Offline,H,1/15/2023,288073384.0,6171.0,271.86,169.77,1677648.06,1047650.67,629997.39
Central America and the Caribbean,Costa Rica,Meat,Online,H,7/26/2019,864890372.0,9136.0,394.44,340.96,3603603.84,3115010.56,488593.28
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Offline,L,8/30/2017,484976708.0,4240.0,200.77,114.3,851264.8,484632.0,366632.8
Europe,Latvia,Household,Online,H,8/3/2022,607756221.0,7426.0,685.69,515.64,5091933.94,3829142.64,1262791.3
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Online,C,12/17/2019,512965238.0,6668.0,279.84,174.76,1865973.12,1165299.68,700673.44
Middle East and North Africa,Pakistan,Snacks,Online,C,12/17/2022,450652587.0,6970.0,140.03,89.43,976009.1,623327.1,352682.0
Europe,Liechtenstein,Household,Online,H,2/13/2021,291179597.0,5368.0,680.42,511.68,3652494.56,2746698.24,905796.32
Europe,San Marino,Fruits,Online,L,10/25/2016,875220096.0,5930.0,8.62,6.39,51116.6,37892.7,13223.9
North America,Equatorial Guinea,Clothes,Offline,H,8/20/2016,863760411.0,4755.0,107.69,35.32,512065.95,167946.6,344119.35
North America,Rwanda,Snacks,Offline,H,4/23/2017,788099372.0,4972.0,139.94,89.37,695781.68,444347.64,251434.04
Europe,Greece,Household,Offline,C,3/11/2022,799848306.0,1743.0,685.69,515.64,1195157.67,898760.52,296397.15
Middle East and North Africa,Somalia,Meat,Online,M,10/12/2016,220931041.0,7259.0,452.67,391.29,3285931.53,2840374.11,445557.42
Europe,Czech Republic,Meat,Offline,M,12/5/2017,693583905.0,5745.0,436.35,377.19,2506830.75,2166956.55,339874.2
North America,Rwanda,Clothes,Online,C,1/14/2017,330355727.0,8456.0,109.51,35.92,926016.56,303739.52,622277.04
Australia and Oceania,East Timor,Cosmetics,Offline,H,9/27/2023,464107835.0,8677.0,399.45,240.59,3466027.65,2087599.43,1378428.22
Asia,Mongolia,Snacks,Offline,C,10/12/2023,698014056.0,6726.0,167.26,106.82,1124990.76,718471.32,406519.44
North America,Democratic Republic of the Congo,Office Supplies,Offline,L,2/14/2021,255560719.0,4951.0,681.53,549.4,3374255.03,2720079.4,654175.63
Central America and the Caribbean,Panama,Clothes,Online,H,6/12/2023,230546653.0,2733.0,119.17,39.08,325691.61,106805.64,218885.97
Europe,Sweden,Meat,Online,C,1/18/2023,437083184.0,1482.0,421.9,364.7,625255.8,540485.4,84770.4
Europe,Macedonia,Vegetables,Offline,C,7/10/2021,759594142.0,9641.0,143.22,84.53,1380784.02,814953.73,565830.29
Europe,Denmark,Household,Online,L,5/16/2016,702815854.0,7684.0,725.57,545.63,5575279.88,4192620.92,1382658.96
Central America and the Caribbean,Haiti,Cereal,Offline,H,3/30/2022,741797149.0,3116.0,213.22,121.39,664393.52,378251.24,286142.28
Europe,Sweden,Snacks,Online,C,6/1/2019,971899354.0,5471.0,154.99,98.98,847950.29,541519.58,306430.71
Central America and the Caribbean,Saint Lucia,Vegetables,Online,M,4/22/2023,658796298.0,1319.0,141.08,83.27,186084.52,109833.13,76251.39
Central America and the Caribbean,Barbados,Personal Care,Online,L,9/5/2019,488474309.0,9258.0,88.84,61.6,822480.72,570292.8,252187.92
Middle East and North Africa,Jordan,Baby Food,Offline,L,9/22/2018,317232215.0,4917.0,262.74,164.08,1291892.58,806781.36,485111.22
Europe,Czech Republic,Office Supplies,Online,M,2/16/2016,521681344.0,5957.0,641.44,517.08,3821058.08,3080245.56,740812.52
Middle East and North Africa,Iran,Beverages,Online,L,12/28/2023,648745524.0,7072.0,43.24,28.97,305793.28,204875.84,100917.44
North America,Namibia,Vegetables,Offline,C,3/11/2017,765661084.0,4984.0,157.9,93.19,786973.6,464458.96,322514.64
North America,Guinea,Household,Online,L,10/3/2017,109976851.0,3449.0,718.44,540.27,2477899.56,1863391.23,614508.33
Europe,Iceland,Office Supplies,Offline,L,1/18/2018,239554154.0,8253.0,601.4,484.81,4963354.2,4001136.93,962217.27
Europe,Lithuania,Office Supplies,Online,M,4/17/2017,982566821.0,2212.0,664.11,535.36,1469011.32,1184216.32,284795.0
Europe,United Kingdom,Cosmetics,Online,C,5/5/2021,887501180.0,176.0,418.06,251.8,73578.56,44316.8,29261.76
North America,Ghana,Fruits,Online,M,8/14/2018,373156058.0,4025.0,8.73,6.47,35138.25,26041.75,9096.5
Asia,Laos,Baby Food,Online,H,11/23/2016,378642785.0,7669.0,250.04,156.15,1917556.76,1197514.35,720042.41
North America,The Gambia,Baby Food,Online,C,8/25/2023,113385188.0,2052.0,271.86,169.77,557856.72,348368.04,209488.68
Asia,South Korea,Cosmetics,Offline,H,4/11/2022,207119596.0,146.0,465.35,280.28,67941.1,40920.88,27020.22
Central America and the Caribbean,Belize,Cereal,Offline,C,8/11/2020,459894835.0,1957.0,191.0,108.74,373787.0,212804.18,160982.82
North America,Madagascar,Personal Care,Online,M,7/12/2019,292072236.0,9520.0,88.84,61.6,845756.8,586432.0,259324.8
Central America and the Caribbean,Jamaica,Snacks,Offline,H,3/15/2019,994325625.0,1904.0,154.99,98.98,295100.96,188457.92,106643.04
North America,Niger,Clothes,Offline,M,11/11/2020,777641332.0,206.0,117.99,38.7,24305.94,7972.2,16333.74
Central America and the Caribbean,Grenada,Vegetables,Offline,H,1/6/2021,623318183.0,2557.0,143.22,84.53,366213.54,216143.21,150070.33
Australia and Oceania,Samoa ,Cosmetics,Online,H,9/1/2017,232967507.0,9117.0,439.75,264.87,4009200.75,2414819.79,1594380.96
Europe,Macedonia,Fruits,Online,H,10/25/2016,278513133.0,7080.0,8.62,6.39,61029.6,45241.2,15788.4
Europe,Albania,Baby Food,Offline,L,5/18/2018,152191388.0,5669.0,262.74,164.08,1489473.06,930169.52,559303.54
Middle East and North Africa,United Arab Emirates,Cosmetics,Online,H,7/22/2017,216551101.0,1138.0,439.75,264.87,500435.5,301422.06,199013.44
Asia,Brunei,Cosmetics,Offline,L,3/5/2018,454453599.0,1774.0,419.34,252.57,743909.16,448059.18,295849.98
Sub-Saharan Africa,United States of America,Office Supplies,Offline,C,5/10/2023,919072711.0,2894.0,618.24,498.38,1789186.56,1442311.72,346874.84
North America,Ghana,Cosmetics,Online,M,9/13/2023,383894765.0,1847.0,399.45,240.59,737784.15,444369.73,293414.42
Australia and Oceania,Nauru,Beverages,Online,C,8/30/2018,392718589.0,3012.0,51.81,34.71,156051.72,104546.52,51505.2
Europe,Croatia,Personal Care,Offline,C,5/5/2020,309655511.0,2802.0,80.44,55.77,225392.88,156267.54,69125.34
Europe,Luxembourg,Meat,Offline,M,12/18/2016,469129359.0,4657.0,452.67,391.29,2108084.19,1822237.53,285846.66
North America,Democratic Republic of the Congo,Meat,Offline,H,7/14/2022,825876462.0,4053.0,397.98,344.02,1613012.94,1394313.06,218699.88
Asia,Nepal,Clothes,Offline,M,1/22/2018,504945647.0,3493.0,109.01,35.75,380771.93,124874.75,255897.18
Europe,Armenia,Snacks,Online,L,6/16/2021,951698243.0,7514.0,142.54,91.03,1071045.56,683999.42,387046.14
Europe,Malta,Snacks,Online,L,1/27/2018,981808078.0,7683.0,163.56,104.45,1256631.48,802489.35,454142.13
Sub-Saharan Africa,United States of America,Fruits,Online,H,3/6/2020,831261479.0,7599.0,9.38,6.96,71278.62,52889.04,18389.58
Asia,Maldives,Snacks,Offline,C,8/7/2022,806357276.0,7892.0,140.03,89.43,1105116.76,705781.56,399335.2
Europe,Cyprus,Cereal,Online,M,3/27/2019,833706796.0,1223.0,197.33,112.34,241334.59,137391.82,103942.77
Australia and Oceania,Tonga,Meat,Offline,C,5/28/2016,910233867.0,7283.0,452.67,391.29,3296795.61,2849765.07,447030.54
Central America and the Caribbean,Trinidad and Tobago,Meat,Offline,M,6/29/2023,653174817.0,7798.0,421.9,364.7,3289976.2,2843930.6,446045.6
Europe,Croatia,Office Supplies,Online,H,6/9/2016,650078475.0,1522.0,641.44,517.08,976271.68,786995.76,189275.92
North America,Rwanda,Office Supplies,Online,L,2/13/2022,208806169.0,9240.0,643.16,518.47,5942798.4,4790662.8,1152135.6
Europe,Sweden,Snacks,Offline,H,10/27/2018,507531726.0,8771.0,163.56,104.45,1434584.76,916130.95,518453.81
Europe,Netherlands,Personal Care,Online,C,3/10/2018,544741475.0,9963.0,83.41,57.84,831013.83,576259.92,254753.91
Middle East and North Africa,Oman,Clothes,Online,M,7/30/2023,289234244.0,9695.0,119.17,39.08,1155353.15,378880.6,776472.55
Middle East and North Africa,Turkey,Fruits,Online,C,3/31/2016,230121362.0,6880.0,8.62,6.39,59305.6,43963.2,15342.4
Europe,Italy,Baby Food,Online,H,1/15/2017,926826655.0,7458.0,235.67,147.18,1757626.86,1097668.44,659958.42
Europe,Czech Republic,Household,Online,L,2/21/2017,759086453.0,9405.0,718.44,540.27,6756928.2,5081239.35,1675688.85
Middle East and North Africa,Iraq,Cereal,Online,L,2/28/2022,876949584.0,7725.0,213.22,121.39,1647124.5,937737.75,709386.75
Australia and Oceania,New Zealand,Clothes,Offline,C,1/20/2016,250777375.0,9453.0,107.69,35.32,1017993.57,333879.96,684113.61
Asia,Indonesia,Fruits,Offline,M,12/3/2017,621243655.0,8658.0,9.88,7.33,85541.04,63463.14,22077.9
North America,Central African Republic,Baby Food,Offline,C,8/19/2017,649334752.0,1438.0,235.67,147.18,338893.46,211644.84,127248.62
Central America and the Caribbean,Jamaica,Meat,Online,C,6/26/2017,866349494.0,922.0,436.35,377.19,402314.7,347769.18,54545.52
Europe,Germany,Baby Food,Offline,C,11/1/2020,523899209.0,2273.0,236.58,147.74,537746.34,335813.02,201933.32
North America,Seychelles ,Clothes,Online,M,10/4/2020,743907725.0,7682.0,117.99,38.7,906399.18,297293.4,609105.78
Australia and Oceania,Solomon Islands,Snacks,Offline,M,12/13/2018,468611371.0,1373.0,163.56,104.45,224567.88,143409.85,81158.03
Australia and Oceania,Kiribati,Office Supplies,Online,H,12/23/2023,510558974.0,4601.0,618.24,498.38,2844522.24,2293046.38,551475.86
North America,Sierra Leone,Vegetables,Online,L,4/21/2022,402611863.0,652.0,147.2,86.88,95974.4,56645.76,39328.64
Europe,Albania,Clothes,Online,M,4/7/2017,647943866.0,9843.0,109.51,35.92,1077906.93,353560.56,724346.37
